Percent,Cycles,IPC,HitRatio,BankStalls,Status
Baseline,88798070,3.190125,85,0,Success
80,60335326,4.695044,84,0,Success
82,58572773,4.836326,84,0,Success
84,55971864,5.061061,83,0,Success
86,53361064,5.308683,85,0,Success
88,51823062,5.466234,85,0,Success
90,49853236,5.682219,85,0,Success
92,49368868,5.737968,84,0,Success
94,45733149,6.194129,84,0,Success
96,45272935,6.257094,84,0,Success
98,43430573,6.522525,86,0,Success
100,N/A,N/A,N/A,N/A,Failed
