Percent,Cycles,IPC,HitRatio,BankStalls,Status
Baseline,146088073,1.938984,86,0,Success
80,98035132,2.889397,93,0,Success
82,94392289,3.000907,93,0,Success
84,86931843,3.258443,94,0,Success
86,81146406,3.490758,94,0,Success
88,81101124,3.492707,94,0,Success
90,79412617,3.566970,94,0,Success
92,79641002,3.556741,94,0,Success
94,80483924,3.519491,94,0,Success
96,80626882,3.513251,94,0,Success
98,81345623,3.482209,94,0,Success
100,N/A,N/A,N/A,N/A,Failed
